rewards,mean10_rewards
200.0,197.75
198.5,197.6
200.0,197.6
200.0,197.6
198.0,197.39999999999998
200.0,197.39999999999998
200.0,197.39999999999998
198.5,197.25
200.0,198.5
188.5,197.35000000000002
200.0,197.35000000000002
200.0,197.5
200.0,197.5
173.0,194.8
190.0,194.0
200.0,194.0
200.0,194.0
200.0,194.15
200.0,194.15
200.0,195.3
200.0,195.3
200.0,195.3
200.0,195.3
200.0,198.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
176.0,196.6
200.0,196.6
162.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,195.2
200.0,195.2
165.5,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,195.55
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
159.5,194.95
200.0,194.95
200.0,194.95
200.0,194.95
200.0,194.95
150.0,189.95
200.0,189.95
200.0,189.95
137.0,183.65
200.0,183.65
200.0,187.7
200.0,187.7
199.0,187.6
200.0,187.6
139.0,181.5
200.0,186.5
200.0,186.5
200.0,186.5
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.9
200.0,192.9
200.0,199.0
200.0,199.0
200.0,199.0
173.0,196.3
200.0,196.3
200.0,196.3
200.0,196.3
175.0,193.8
200.0,193.8
200.0,193.8
200.0,193.8
200.0,193.8
145.5,188.35000000000002
200.0,191.05
200.0,191.05
200.0,191.05
169.5,188.0
200.0,190.5
190.5,189.55
200.0,189.55
186.0,188.15
148.0,182.95
200.0,188.4
200.0,188.4
200.0,188.4
200.0,188.4
200.0,191.45
200.0,191.45
200.0,192.4
200.0,192.4
200.0,193.8
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
191.0,198.1
