rewards,mean10_rewards
200.0,194.85
200.0,194.85
200.0,194.85
151.5,190.0
176.0,187.60000000000002
150.5,182.65
178.5,180.5
178.0,178.3
200.0,182.45
188.0,181.25
200.0,181.25
162.0,177.45
189.0,176.35
200.0,181.2
197.5,183.35000000000002
194.0,187.7
180.5,187.89999999999998
200.0,190.1
177.0,187.8
179.0,186.9
200.0,186.9
200.0,190.7
200.0,191.8
200.0,191.8
200.0,192.05
200.0,192.64999999999998
200.0,194.6
200.0,194.6
200.0,196.9
200.0,199.0
199.0,198.9
192.5,198.15
200.0,198.15
197.5,197.9
179.5,195.85
197.5,195.6
193.5,194.95
200.0,194.95
200.0,194.95
195.0,194.45
200.0,194.55
200.0,195.3
200.0,195.3
192.0,194.75
200.0,196.8
189.5,196.0
200.0,196.65
161.5,192.8
166.0,189.39999999999998
161.0,186.0
190.0,185.0
175.5,182.55
194.5,182.0
175.0,180.3
200.0,180.3
173.0,178.65
168.5,175.5
196.5,179.0
147.5,177.14999999999998
200.0,181.05
200.0,182.05
183.0,182.8
199.0,183.25
167.5,182.5
200.0,182.5
194.5,184.65
200.0,187.8
200.0,188.15
200.0,193.4
200.0,193.4
190.5,192.45
200.0,194.15
185.5,192.8
200.0,196.05
200.0,196.05
200.0,196.6
200.0,196.6
200.0,196.6
200.0,196.6
200.0,196.6
200.0,197.55
200.0,197.55
197.0,198.7
200.0,198.7
200.0,198.7
200.0,198.7
169.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
200.0,195.9
136.5,189.55
200.0,189.55
200.0,189.55
175.0,190.14999999999998
200.0,190.14999999999998
200.0,190.14999999999998
186.0,188.75
200.0,188.75
200.0,188.75
175.5,186.3
200.0,192.65
200.0,192.65
200.0,192.65
200.0,195.15
200.0,195.15
200.0,195.15
161.0,192.65
147.5,187.4
155.0,182.9
200.0,185.35
200.0,185.35
200.0,185.35
200.0,185.35
200.0,185.35
153.5,180.7
200.0,180.7
200.0,184.6
200.0,189.85
200.0,194.35
