rewards,mean10_rewards
200.0,171.1
169.0,168.0
200.0,171.8
161.0,167.9
200.0,172.3
200.0,177.0
200.0,184.2
200.0,186.4
181.0,184.5
200.0,190.1
200.0,190.1
200.0,193.2
200.0,193.2
200.0,197.1
117.0,188.8
200.0,188.8
129.0,181.7
200.0,181.7
200.0,183.6
144.0,178.0
172.0,175.2
200.0,175.2
181.0,173.3
200.0,173.3
200.0,181.6
189.0,180.5
153.0,182.9
115.0,174.4
175.0,171.9
200.0,177.5
156.0,175.9
126.0,168.5
144.0,164.8
200.0,164.8
150.0,159.8
200.0,160.9
128.0,158.4
159.0,162.8
158.0,161.1
200.0,161.1
167.0,162.2
114.0,161.0
110.0,157.6
132.0,150.8
176.0,153.4
195.0,152.9
200.0,160.1
94.0,153.6
137.0,151.5
151.0,146.6
200.0,149.9
200.0,158.5
200.0,167.5
200.0,174.3
200.0,176.7
200.0,177.2
200.0,177.2
200.0,187.8
179.0,192.0
200.0,196.9
142.0,191.1
52.0,176.3
200.0,176.3
200.0,176.3
200.0,176.3
188.0,175.1
107.0,165.8
196.0,165.4
150.0,162.5
200.0,162.5
183.0,166.6
200.0,181.4
129.0,174.3
200.0,174.3
153.0,169.6
161.0,166.9
200.0,176.2
187.0,175.3
198.0,180.1
200.0,180.1
155.0,177.3
88.0,166.1
200.0,173.2
200.0,173.2
200.0,177.9
175.0,179.3
200.0,179.3
200.0,180.6
200.0,180.8
200.0,180.8
200.0,185.3
200.0,196.5
200.0,196.5
200.0,196.5
115.0,188.0
200.0,190.5
200.0,190.5
200.0,190.5
200.0,190.5
200.0,190.5
200.0,190.5
181.0,188.6
200.0,188.6
173.0,185.9
200.0,194.4
200.0,194.4
168.0,191.2
200.0,191.2
166.0,187.8
122.0,180.0
200.0,180.0
200.0,181.9
65.0,168.4
200.0,171.1
200.0,171.1
173.0,168.4
200.0,171.6
200.0,171.6
200.0,175.0
200.0,182.8
200.0,182.8
200.0,182.8
200.0,196.3
155.0,191.8
200.0,191.8
145.0,189.0
200.0,189.0
157.0,184.7
104.0,175.1
124.0,167.5
200.0,167.5
164.0,163.9
200.0,163.9
180.0,166.4
154.0,161.8
135.0,160.8
187.0,159.5
200.0,163.8
169.0,170.3
148.0,172.7
200.0,172.7
136.0,169.9
150.0,164.9
142.0,161.1
200.0,165.7
157.0,167.9
159.0,165.1
200.0,165.1
159.0,164.1
186.0,167.9
198.0,167.7
200.0,174.1
196.0,178.7
200.0,184.5
200.0,184.5
200.0,188.8
114.0,184.3
200.0,184.3
200.0,188.4
22.0,172.0
161.0,168.3
125.0,160.8
200.0,161.2
136.0,154.8
178.0,152.6
163.0,148.9
200.0,157.5
200.0,157.5
196.0,157.1
146.0,169.5
200.0,173.4
200.0,180.9
200.0,180.9
177.0,185.0
115.0,178.7
117.0,174.1
200.0,174.1
200.0,174.1
127.0,167.2
159.0,168.5
200.0,168.5
134.0,161.9
121.0,154.0
200.0,156.3
200.0,164.8
187.0,171.8
200.0,171.8
162.0,168.0
200.0,175.3
131.0,172.5
200.0,172.5
180.0,177.1
200.0,185.0
200.0,185.0
200.0,185.0
200.0,186.3
200.0,186.3
200.0,190.1
200.0,190.1
161.0,193.1
200.0,193.1
200.0,195.1
200.0,195.1
191.0,194.2
200.0,194.2
160.0,190.2
200.0,190.2
200.0,190.2
200.0,190.2
200.0,194.1
200.0,194.1
200.0,194.1
200.0,194.1
200.0,195.0
175.0,192.5
200.0,196.5
200.0,196.5
200.0,196.5
200.0,196.5
179.0,194.4
172.0,191.6
184.0,190.0
200.0,190.0
200.0,190.0
200.0,192.5
41.0,176.6
200.0,176.6
200.0,176.6
200.0,176.6
139.0,172.6
200.0,175.4
200.0,177.0
200.0,177.0
200.0,177.0
196.0,176.6
137.0,186.2
200.0,186.2
200.0,186.2
200.0,186.2
160.0,188.3
47.0,173.0
200.0,173.0
200.0,173.0
145.0,167.5
193.0,167.2
166.0,170.1
142.0,164.3
164.0,160.7
200.0,160.7
200.0,164.7
200.0,180.0
136.0,173.6
161.0,169.7
58.0,161.0
160.0,157.7
200.0,161.1
135.0,160.4
165.0,160.5
136.0,154.1
200.0,154.1
200.0,154.1
200.0,160.5
188.0,163.2
134.0,170.8
167.0,171.5
156.0,167.1
69.0,160.5
144.0,158.4
68.0,151.6
200.0,151.6
142.0,145.8
152.0,141.0
200.0,142.2
156.0,144.4
200.0,147.7
200.0,152.1
200.0,165.2
174.0,168.2
198.0,181.2
200.0,181.2
150.0,182.0
200.0,186.8
200.0,186.8
200.0,191.2
151.0,186.3
174.0,183.7
200.0,183.7
200.0,186.3
200.0,186.5
200.0,186.5
200.0,191.5
200.0,191.5
189.0,190.4
196.0,190.0
173.0,192.2
186.0,193.4
200.0,193.4
200.0,193.4
144.0,187.8
200.0,187.8
200.0,187.8
200.0,187.8
200.0,188.9
200.0,189.3
200.0,192.0
200.0,193.4
200.0,193.4
200.0,193.4
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
