rewards,mean10_rewards
18.0,17.0
11.8,13.9
17.2,14.666666666666668
21.8,16.2
14.4,15.64
16.0,15.533333333333335
15.8,15.428571428571427
25.6,16.575
18.2,16.644444444444446
27.6,17.640000000000004
16.4,17.48
20.0,18.300000000000004
29.0,19.48
22.0,19.5
22.6,20.32
18.6,20.580000000000002
22.4,21.240000000000002
26.6,21.34
23.0,21.820000000000004
17.6,20.82
30.8,22.26
26.2,22.880000000000003
17.8,21.759999999999998
22.2,21.78
16.6,21.18
34.8,22.8
19.4,22.5
12.2,21.06
17.6,20.52
23.6,21.119999999999997
26.6,20.7
23.4,20.42
24.4,21.08
17.4,20.599999999999998
26.0,21.54
22.8,20.34
23.8,20.779999999999998
23.8,21.940000000000005
15.4,21.72
26.6,22.020000000000003
20.2,21.380000000000003
33.6,22.4
27.6,22.72
26.6,23.64
20.2,23.06
25.0,23.28
21.0,23.0
21.4,22.759999999999998
20.4,23.26
42.0,24.8
23.8,25.16
22.0,24.0
33.2,24.560000000000002
27.4,24.64
31.0,25.72
20.0,25.22
31.8,26.3
35.6,27.72
23.8,28.060000000000002
29.4,26.8
25.0,26.919999999999998
28.0,27.520000000000003
23.6,26.560000000000002
20.6,25.880000000000003
22.4,25.020000000000003
28.0,25.820000000000004
31.6,25.8
38.2,26.060000000000002
38.0,27.48
30.2,27.560000000000002
32.6,28.32
31.8,28.699999999999996
31.4,29.479999999999997
34.4,30.860000000000003
22.2,30.839999999999996
45.6,32.6
24.8,31.920000000000005
29.4,31.04
23.6,29.6
32.4,29.82
65.4,33.1
18.6,31.78
38.6,32.5
34.0,32.46
33.4,33.58
46.6,33.68
29.0,34.1
32.6,34.42
23.0,34.36
41.2,35.239999999999995
39.6,32.660000000000004
34.4,34.239999999999995
50.2,35.4
49.4,36.94
27.2,36.32
62.8,37.94
22.0,37.24
34.8,37.46
61.0,41.260000000000005
55.4,42.68
38.6,42.58
40.4,43.18000000000001
34.2,41.58
47.8,41.42
48.4,43.540000000000006
38.4,41.1
57.8,44.68
34.0,44.6
45.2,43.02
45.4,42.019999999999996
54.2,43.580000000000005
47.6,44.3
30.8,43.96
38.4,43.019999999999996
23.0,40.480000000000004
37.2,40.36
33.8,37.96
47.2,39.28
27.2,37.48
30.2,35.959999999999994
36.2,34.160000000000004
37.4,33.14
39.0,33.96
64.6,36.58
45.2,38.8
42.4,39.32
31.2,39.06
50.4,39.38
30.0,39.660000000000004
63.6,43.0
49.6,44.34
38.0,44.4
42.0,44.7
28.2,41.059999999999995
49.6,41.5
39.2,41.18
36.4,41.7
40.6,40.71999999999999
53.4,43.059999999999995
42.8,40.98
42.4,40.260000000000005
47.6,41.22
40.2,41.04
43.8,42.6
62.8,43.92
44.0,44.400000000000006
60.4,46.8
24.0,45.14
53.0,45.1
51.4,45.96
42.2,45.94
44.4,45.62
39.4,45.54
50.8,46.239999999999995
43.2,44.28000000000001
29.0,42.78
51.6,41.9
58.4,45.339999999999996
52.4,45.28
40.6,44.2
37.8,43.76
61.4,45.46
52.4,46.760000000000005
42.6,45.94
77.8,49.39999999999999
64.2,52.919999999999995
44.2,52.18000000000001
56.8,52.019999999999996
35.0,50.28000000000001
54.8,51.7
47.6,52.67999999999999
44.6,51.0
86.8,54.44
63.0,56.48
41.0,52.8
49.0,51.28000000000001
50.2,51.88000000000001
27.8,48.980000000000004
33.8,48.86
48.8,48.260000000000005
85.6,52.06
