rewards,mean10_rewards
31.5,53.9
62.0,51.599999999999994
148.0,60.7
70.5,59.45
114.0,62.0
65.5,62.15
33.5,62.300000000000004
27.5,62.099999999999994
54.5,64.8
39.5,63.65
45.5,65.05
55.0,64.35
52.5,54.8
126.0,60.35
37.0,52.650000000000006
85.0,54.599999999999994
109.0,62.150000000000006
79.5,67.35
55.5,67.45
102.5,73.75
49.0,74.1
39.5,72.55
76.0,74.9
39.5,66.25
49.0,67.45
52.5,64.19999999999999
37.5,57.05
60.5,55.150000000000006
53.5,54.95
35.5,48.25
39.5,47.3
58.5,49.2
58.0,47.400000000000006
55.0,48.95
118.0,55.85
80.0,58.6
115.5,66.4
153.0,75.65
41.0,74.4
81.0,78.95
54.5,80.45
92.0,83.8
63.5,84.35
98.0,88.65
73.5,84.2
99.0,86.1
58.5,80.4
145.5,79.65
34.0,78.95
88.5,79.7
162.0,90.45
28.0,84.05
38.5,81.55
64.5,78.2
92.0,80.05000000000001
82.0,78.35
29.5,75.45
89.5,69.85
63.0,72.75
62.0,70.1
72.0,61.1
165.0,74.8
106.5,81.6
58.5,81.0
89.0,80.7
78.5,80.35
111.5,88.55000000000001
143.5,93.95
162.5,103.9
94.5,107.15
108.5,110.8
64.5,100.75
89.5,99.05000000000001
73.5,100.55
102.0,101.85
152.0,109.2
72.0,105.25
71.0,98.0
163.5,98.1
115.0,100.15
36.0,92.9
151.0,101.55
62.5,98.85
146.5,106.15
71.5,103.1
70.5,94.94999999999999
143.0,102.05
46.5,99.6
113.5,94.6
78.0,90.9
139.0,101.2
75.0,93.6
121.0,99.45
83.5,93.15
171.0,103.1
121.5,108.19999999999999
104.0,104.30000000000001
81.0,107.75
149.0,111.30000000000001
106.0,114.1
69.5,107.15
39.0,103.55
115.0,102.94999999999999
106.0,105.2
72.5,95.35
153.5,98.55000000000001
144.0,102.55
168.5,111.3
126.0,109.0
125.5,110.94999999999999
130.0,117.0
160.0,129.1
152.0,132.8
141.0,136.3
171.0,146.15
110.0,141.8
92.5,136.64999999999998
112.5,131.05
70.5,125.5
45.0,117.45
87.5,113.19999999999999
36.0,100.8
149.0,100.5
200.0,106.4
71.5,96.44999999999999
97.5,95.19999999999999
85.0,94.45
168.5,100.05000000000001
38.0,96.80000000000001
181.5,110.45
199.0,121.6
106.0,128.6
148.5,128.55
156.0,124.15
102.5,127.25
97.5,127.25
112.5,130.0
126.0,125.75
153.5,137.3
191.0,138.25
141.5,132.5
200.0,141.89999999999998
54.5,132.5
136.0,130.5
153.0,135.55
92.0,135.0
151.5,138.9
123.5,138.64999999999998
189.5,142.25
134.5,136.6
171.0,139.55
